,X,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,county,hhuid,index.y,benefits_received,benefits_received1,benefits_received2,benefits_received3,benefits_received4,benefit_rank1,benefit_rank2,benefit_rank3,fair_distributed,opinion_represented,ccy_satisfaction,ccy_communication,communication_neighbours,receive_info1,receive_info2,receive_info3,receive_info4,receive_info5,receive_info6,receive_info7,receive_info8,other_communication,trust_revenue,support_traditional,received_bursary,other_got_bursary,transport_impact,transport_satisfaction,security_impact,security_satisfaction,bursaries_impact,bursaries_satisfaction,medical_impact,medical_satisfaction,rangelands_impact,rangelands_satisfaction,beadwork_impact,beadwork_satisfaction,mfi_impact,mfi_satsifaction,other_positive,other_positive_impact,other_satisfaction,neg_conservation_impact,neg_conservation_satisfaction,neg_security_impact,neg_security_satisfaction,neg_rangelands_impact,neg_rangelands_satisfaction,neg_other,neg_other_impact,neg_other.satisfaction,transport_impact1,transport_improve,security_impact1,security_improve,bursaries_impact1,bursaries_improve,medical_impact1,medical_improve,rangelands_impact1,rangelands_improve,beadwork_impact1,beadwork_improve,mfi_impact1,mfi_improve,conservation_impact1,conservation_improve,other_impact1,other_improve,general_wellbeing,agm,ccy_permenant_employ,ccy_casual_employ
1743,1743,nairerei002,301,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nairerei,baseline,NRT,Samburu,301,301,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1744,1744,nairerei002,301,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nairerei,baseline,NRT,Samburu,994,301,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1745,1745,nairerei002,301,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nairerei,baseline,NRT,Samburu,994,301,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1746,1746,nairerei003,302,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nairerei,baseline,NRT,Samburu,302,302,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,2,98,1,NA,NA,NA,NA,NA,NA,NA,NA,2,98,1,1,2,2,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
1747,1747,nairerei003,302,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nairerei,baseline,NRT,Samburu,302,302,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,2,98,1,NA,NA,NA,NA,NA,NA,NA,NA,2,98,1,1,2,2,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
1748,1748,nairerei003,302,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nairerei,baseline,NRT,Samburu,995,302,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,2,98,1,NA,NA,NA,NA,NA,NA,NA,NA,2,98,1,1,2,2,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
1749,1749,nairerei003,302,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nairerei,baseline,NRT,Samburu,995,302,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,2,98,1,NA,NA,NA,NA,NA,NA,NA,NA,2,98,1,1,2,2,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
1977,1977,nantapuki001,181,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,181,181,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1978,1978,nantapuki001,181,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,181,181,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1979,1979,nantapuki001,181,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,874,181,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1980,1980,nantapuki001,181,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,874,181,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1981,1981,nantapuki002,182,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,875,182,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1982,1982,nantapuki002,182,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,875,182,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1983,1983,nantapuki002,182,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,182,182,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1984,1984,nantapuki002,182,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,182,182,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1985,1985,nantapuki003,183,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,876,183,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1986,1986,nantapuki003,183,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,876,183,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1987,1987,nantapuki003,183,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,183,183,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1988,1988,nantapuki003,183,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,183,183,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1989,1989,nantapuki004,184,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,877,184,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
1990,1990,nantapuki004,184,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,877,184,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
1991,1991,nantapuki004,184,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,184,184,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
1992,1992,nantapuki004,184,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,184,184,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
1993,1993,nantapuki005,185,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,185,185,1,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1994,1994,nantapuki005,185,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,185,185,1,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1995,1995,nantapuki005,185,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,878,185,1,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1996,1996,nantapuki005,185,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,878,185,1,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1997,1997,nantapuki006,186,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,186,186,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1998,1998,nantapuki006,186,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,186,186,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1999,1999,nantapuki006,186,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,879,186,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2000,2000,nantapuki006,186,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,Samburu,879,186,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2001,2001,nantei001,37,19/06/15,namunyak,ngilai ,ngilai central,nantei,baseline,NRT,Samburu,37,37,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,98,2,2,1,2,1,2,2,1,1,2,3,1,1,2,NA,NA,NA,NA,NA,3,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2002,2002,nantei001,37,19/06/15,namunyak,ngilai ,ngilai central,nantei,baseline,NRT,Samburu,37,37,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,98,2,2,1,2,1,2,2,1,1,2,3,1,1,2,NA,NA,NA,NA,NA,3,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2003,2003,nantei001,37,19/06/15,namunyak,ngilai ,ngilai central,nantei,baseline,NRT,Samburu,730,37,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,98,2,2,1,2,1,2,2,1,1,2,3,1,1,2,NA,NA,NA,NA,NA,3,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2004,2004,nantei001,37,19/06/15,namunyak,ngilai ,ngilai central,nantei,baseline,NRT,Samburu,730,37,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,98,2,2,1,2,1,2,2,1,1,2,3,1,1,2,NA,NA,NA,NA,NA,3,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2005,2005,nantei002,38,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,Samburu,38,38,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,2,1,2,1,2,3,1,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2006,2006,nantei002,38,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,Samburu,38,38,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,2,1,2,1,2,3,1,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2007,2007,nantei002,38,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,Samburu,731,38,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,2,1,2,1,2,3,1,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2008,2008,nantei002,38,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,Samburu,731,38,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,2,1,2,1,2,3,1,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2009,2009,nantei003,39,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,Samburu,39,39,4,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,3,2,1,1,1,2,1,1,2,2,3,2,NA,NA,NA,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2010,2010,nantei003,39,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,Samburu,39,39,4,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,3,2,1,1,1,2,1,1,2,2,3,2,NA,NA,NA,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2011,2011,nantei003,39,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,Samburu,732,39,4,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,3,2,1,1,1,2,1,1,2,2,3,2,NA,NA,NA,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2012,2012,nantei003,39,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,Samburu,732,39,4,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,3,2,1,1,1,2,1,1,2,2,3,2,NA,NA,NA,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
2041,2041,nchimicho001,208,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,208,208,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2042,2042,nchimicho001,208,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,208,208,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2043,2043,nchimicho001,208,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,901,208,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2044,2044,nchimicho001,208,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,901,208,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2045,2045,nchimicho002,209,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,209,209,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2046,2046,nchimicho002,209,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,209,209,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2047,2047,nchimicho002,209,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,902,209,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2048,2048,nchimicho002,209,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,902,209,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2049,2049,nchimicho003,210,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,210,210,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2050,2050,nchimicho003,210,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,210,210,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
