,X,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,county,hhuid,index.y,benefits_received,benefits_received1,benefits_received2,benefits_received3,benefits_received4,benefit_rank1,benefit_rank2,benefit_rank3,fair_distributed,opinion_represented,ccy_satisfaction,ccy_communication,communication_neighbours,receive_info1,receive_info2,receive_info3,receive_info4,receive_info5,receive_info6,receive_info7,receive_info8,other_communication,trust_revenue,support_traditional,received_bursary,other_got_bursary,transport_impact,transport_satisfaction,security_impact,security_satisfaction,bursaries_impact,bursaries_satisfaction,medical_impact,medical_satisfaction,rangelands_impact,rangelands_satisfaction,beadwork_impact,beadwork_satisfaction,mfi_impact,mfi_satsifaction,other_positive,other_positive_impact,other_satisfaction,neg_conservation_impact,neg_conservation_satisfaction,neg_security_impact,neg_security_satisfaction,neg_rangelands_impact,neg_rangelands_satisfaction,neg_other,neg_other_impact,neg_other.satisfaction,transport_impact1,transport_improve,security_impact1,security_improve,bursaries_impact1,bursaries_improve,medical_impact1,medical_improve,rangelands_impact1,rangelands_improve,beadwork_impact1,beadwork_improve,mfi_impact1,mfi_improve,conservation_impact1,conservation_improve,other_impact1,other_improve,general_wellbeing,agm,ccy_permenant_employ,ccy_casual_employ
612,612,lolkeresire003,83,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,83,83,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,98,98,3,4,NA,NA,NA,NA,NA,NA,NA,98,1,1,2,3,2,2,2,3,3,2,2,3,2,2,3,2,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
613,613,lolkeresire003,83,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,83,83,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,98,98,3,4,NA,NA,NA,NA,NA,NA,NA,98,1,1,2,3,2,2,2,3,3,2,2,3,2,2,3,2,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
614,614,lolkeresire003,83,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,776,83,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,98,98,3,4,NA,NA,NA,NA,NA,NA,NA,98,1,1,2,3,2,2,2,3,3,2,2,3,2,2,3,2,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
615,615,lolkeresire003,83,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,776,83,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,98,98,3,4,NA,NA,NA,NA,NA,NA,NA,98,1,1,2,3,2,2,2,3,3,2,2,3,2,2,3,2,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
616,616,lolkeresire004,82,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,775,82,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,2,3,3,2,2,3,2,3,2,3,3,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1
617,617,lolkeresire004,82,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,775,82,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,2,3,3,2,2,3,2,3,2,3,3,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1
618,618,lolkeresire004,82,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,82,82,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,2,3,3,2,2,3,2,3,2,3,3,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1
619,619,lolkeresire004,82,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,82,82,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,2,3,3,2,2,3,2,3,2,3,3,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1
620,620,lolkeresire005,81,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,81,81,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,1,1,2,1,2,2,2,3,3,3,2,2,2,3,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
621,621,lolkeresire005,81,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,81,81,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,1,1,2,1,2,2,2,3,3,3,2,2,2,3,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
622,622,lolkeresire005,81,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,774,81,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,1,1,2,1,2,2,2,3,3,3,2,2,2,3,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
623,623,lolkeresire005,81,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,774,81,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,1,1,2,1,2,2,2,3,3,3,2,2,2,3,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
624,624,lolkeresire006,80,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,773,80,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,3,3,3,2,2,3,3,2,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
625,625,lolkeresire006,80,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,773,80,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,3,3,3,2,2,3,3,2,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
626,626,lolkeresire006,80,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,80,80,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,3,3,3,2,2,3,3,2,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
627,627,lolkeresire006,80,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT,Samburu,80,80,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,3,3,3,2,2,3,3,2,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
661,661,lorian001,59,24/06/15,namunyak,ngilai west   ,golgoltim,lorian,baseline,NRT,Samburu,752,59,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
662,662,lorian001,59,24/06/15,namunyak,ngilai west   ,golgoltim,lorian,baseline,NRT,Samburu,752,59,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
663,663,lorian001,59,24/06/15,namunyak,ngilai west   ,golgoltim,lorian,baseline,NRT,Samburu,59,59,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
664,664,lorian001,59,24/06/15,namunyak,ngilai west   ,golgoltim,lorian,baseline,NRT,Samburu,59,59,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
665,665,lorian002,60,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,753,60,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
666,666,lorian002,60,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,753,60,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
667,667,lorian002,60,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,60,60,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
668,668,lorian002,60,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,60,60,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
669,669,lorian003,61,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,61,61,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
670,670,lorian003,61,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,61,61,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
671,671,lorian003,61,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,754,61,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
672,672,lorian003,61,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,754,61,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
673,673,lorian004,62,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,755,62,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,2,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
674,674,lorian004,62,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,755,62,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,2,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
675,675,lorian004,62,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,62,62,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,2,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
676,676,lorian004,62,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,62,62,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,2,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
677,677,lorian005,63,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,63,63,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,3,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
678,678,lorian005,63,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,63,63,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,3,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
679,679,lorian005,63,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,756,63,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,3,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
680,680,lorian005,63,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,756,63,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,3,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
681,681,lorian006,64,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,757,64,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
682,682,lorian006,64,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,757,64,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
683,683,lorian006,64,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,64,64,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
684,684,lorian006,64,24/06/15,namunyak,ngilai west,golgoltim,lorian,baseline,NRT,Samburu,64,64,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
685,685,loruko001,74,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,74,74,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
686,686,loruko001,74,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,74,74,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
687,687,loruko001,74,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,767,74,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
688,688,loruko001,74,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,767,74,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
689,689,loruko002,75,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,75,75,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
690,690,loruko002,75,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,75,75,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
691,691,loruko002,75,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,768,75,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
692,692,loruko002,75,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,768,75,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
693,693,loruko003,76,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,769,76,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
694,694,loruko003,76,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,769,76,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
695,695,loruko003,76,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,76,76,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
696,696,loruko003,76,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,76,76,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
697,697,loruko004,77,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,770,77,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
698,698,loruko004,77,25/06/15,namunyak,ngilai west,golgoltim,loruko ,baseline,NRT,Samburu,770,77,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
